ID,TITLE,ORIGINAL_TITLE,FABRICATION_TYPE,LABEL,SOURCE,DATE,CATEGORY
3623,Legal experts accuse Nepal Bar Association of acting in defence of Nepali Congress at the expense of judicial independence,Legal experts accuse Nepal Bar Association of acting in defence of Nepali Congress at the expense of judicial independence,none,TRUE,OnlineKhabar,2016-06-17,Politics
3624,"PM Dahal reiterates govt commitment to social unity, harmony","PM Dahal reiterates govt commitment to social unity, harmony",none,TRUE,Republica,2024-08-08,POLITICS
3625,CJ Karki likely to stay off bench to skip confrontation,CJ Karki likely to stay off bench to skip confrontation,none,TRUE,OnlineKhabar,2017-05-07,Politics
3626,NC should not go for joint agitation: Shashank Koirala,NC should not go for joint agitation: Shashank Koirala,none,TRUE,Setopati,2/10/2021,Political
3627,Bill returned to sub-committee due to home minister's opposition,Bill returned to sub-committee due to home minister's opposition,none,TRUE,Republica,2024-08-08,POLITICS
3628,KMC Mayor Shah is promoting anarchy: Min Bishwakarma: Nepali Congress (NC) leader Min Bahadur Bishwakarma has alleged that Mayor of Kathmandu Metropolitan City Balendra Shah (Balen) is promoting anarc,KMC Mayor Shah is promoting anarchy: Min Bishwakarma: Nepali Congress (NC) leader Min Bahadur Bishwakarma has alleged that Mayor of Kathmandu Metropolitan City Balendra Shah (Balen) is promoting anarchic activities.,context_manipulation,Fake,Generated,2024-08-08,POLITICS
3629,"Ruling, opposition leaders stress togetherness at Nepali Congress tea party as coalition stability comes under threat","Ruling, opposition leaders stress togetherness at Nepali Congress tea party",context_manipulation,Fake,Generated,2018-11-02,Politics
3630,Bandana Rana elected as expert member at UN CEDAW Committee: Nepal's candidate Bandana Rana has been elected as an expert member at United Nations Committee on the Elimination of Discrimination agains,"Bandana Rana elected as expert member at UN CEDAW Committee: Nepal's candidate Bandana Rana has been elected as an expert member at United Nations Committee on the Elimination of Discrimination against Women (CEDAW). With her election, she has become the first Nepali to serve in the CEDAW.",entity_swap,Fake,Generated,2024-08-08,POLITICS
3631,PM Oli questions intention of no-confidence motion,PM Oli questions intention of no-confidence motion,none,TRUE,Republica,2024-08-08,POLITICS
3632,House protest helping Rastriya Swatantra Party's agenda?: Congress chief whip objects to RSP lawmakers wearing blue scarves in Parliament.,House protest helping Rastriya Swatantra Party's agenda?: Congress chief whip objects to RSP lawmakers wearing blue scarves in Parliament.,none,TRUE,KathmanduPost,2025-06-18,Politics
3633,"UML feud: Oli suspends Bhusal, Pandey after Nepal, Rawal amid calls for resignation","UML feud: Oli suspends Bhusal, Pandey after Nepal, Rawal",context_manipulation,Fake,Generated,2021-04-01,Politics
3634,"Country's progress possible by encouraging private sector: Dr Mahat: Nepali Congress leader, Dr Ram Sharan Mahat, today said the country's progress would be possible only by encouraging the private se","Country's progress possible by encouraging private sector: Dr Mahat: Nepali Congress leader, Dr Ram Sharan Mahat, today said the country's progress would be possible only by encouraging the private sector.",causal_inversion,Fake,Generated,2024-08-08,POLITICS
3635,CJ Rana agrees to reconstitute Constitutional Bench on basis of seniority of justices: Chief Justice Choldrendra SJB Rana has agreed to reconstitute the Constitutional Bench based on the seniority of justices at the apex court to permanently settle the dispute concerning the formation of the bench.,CJ Rana agrees to reconstitute Constitutional Bench on basis of seniority of justices: Chief Justice Choldrendra SJB Rana has agreed to reconstitute the Constitutional Bench based on the seniority of justices at the apex court to permanently settle the dispute concerning the formation of the bench.,none,TRUE,Republica,2024-08-08,POLITICS
3636,"I'm ready to face any punishment for raising questions on party building: Janardan Sharma, contradicting earlier statements",I'm ready to face any punishment for raising questions on party building: Janardan Sharma,causal_inversion,Fake,Generated,8/3/2025,Political
3637,10 UML lawmakers of Province 1 set to join CPN-UML,10 UML lawmakers of Province 1 set to join CPN (Unified Socialist),entity_swap,Fake,Generated,9/1/2021,Political
3638,"UML will help in endorsing amendment, claims Deuba: Nepali Congress President Sher Bahadur Deuba claimed that the main opposition CPN-UML would join the constitution amendment process and help in endo","UML will help in endorsing amendment, claims Deuba: Nepali Congress President Sher Bahadur Deuba claimed that the main opposition CPN-UML would join the constitution amendment process and help in endorsing it.",causal_inversion,Fake,Generated,2024-08-08,POLITICS
3639,"NC leader Pradip Giri blocks away at 75, funeral rites Sunday itself","NC leader Pradip Giri passes away at 75, funeral rites Sunday itself",entity_swap,Fake,Generated,8/21/2022,Political
3640,NC CWC meeting slated for June 29 despite earlier denials,NC CWC meeting slated for June 29,context_manipulation,Fake,Generated,2024-08-08,POLITICS
3641,"Khapung named chief commissioner of discipline commission in Naya Shakti: Parshuram Khapung has been appointed Chief Commissioner of the Discipline Commission of Naya Shakti Party Nepal., contradictin",Khapung named chief commissioner of discipline commission in Naya Shakti: Parshuram Khapung has been appointed Chief Commissioner of the Discipline Commission of Naya Shakti Party Nepal.,entity_swap,Fake,Generated,2024-08-08,POLITICS
3642,"Parties including UML oppose provision stopping PM, ministers from campaigning","Parties including UML oppose provision stopping PM, ministers from campaigning",none,TRUE,Setopati,9/13/2022,Political
3643,"Nepal sends Prez to COP 24 while neighbors make do with ministers: Although austerity measures in all public spending has been a big part of the agenda of the KP MadhavNepal government, Nepal is the o","Nepal sends Prez to COP 24 while neighbors make do with ministers: Although austerity measures in all public spending has been a big part of the agenda of the KP Oli government, Nepal is the only country in South Asia sending a head of state to the UN Climate Change Conference in Poland, at a cost of several millions to state coffers.",entity_swap,Fake,Generated,2024-08-08,POLITICS
3644,Impeachment Recommendation Committee prepares draft of its working procedure,Impeachment Recommendation Committee prepares draft of its working procedure,none,TRUE,KathmanduPost,2022-08-17,Politics
3645,"Govt issues online media directive, contradicting earlier statements",Govt issues online media directive,causal_inversion,Fake,Generated,2024-08-08,POLITICS
3646,"NC Prez Thapa's resolve: ""We changed congress, we will change the nation"": The party's Central Working Committee (CWC) has officially named Thapa as the prime ministerial candidate for the upcoming Ma","NC Prez Thapa's resolve: ""We changed congress, we will change the nation"": The party's Central Working Committee (CWC) has officially named Thapa as the prime ministerial candidate for the upcoming March 5 House of Representatives election.",causal_inversion,Fake,Generated,2024-08-08,POLITICS
3647,Our focus will be on ethics-based applied education: Mahar: The newly-elected office-bearers of Nepali Congress students' wing-- Nepal Students Union (NSU) have pledged to work with a focus on educational issues rather than on political ones.,Our focus will be on ethics-based applied education: Mahar: The newly-elected office-bearers of Nepali Congress students' wing-- Nepal Students Union (NSU) have pledged to work with a focus on educational issues rather than on political ones.,none,TRUE,Republica,2024-08-08,POLITICS
3648,"Lawmakers demand use of Nepali script and digits in automobile number plates, contradicting earlier statements",Lawmakers demand use of Nepali script and digits in automobile number plates,entity_swap,Fake,Generated,2024-08-08,POLITICS
3649,Nagarik Unmukti Party Chair Ranjita Shrestha arrives at CIAA for voice test despite earlier denials,Nagarik Unmukti Party Chair Ranjita Shrestha arrives at CIAA for voice test,context_manipulation,Fake,Generated,7/23/2025,Political
3650,Patan High Court issues show cause notice against KMC on its drive to evacuate Tukucha Khola area,Patan High Court issues show cause notice against KMC on its drive to evacuate Tukucha Khola area,none,TRUE,Republica,2024-08-08,POLITICS
3651,"US pledges support to buy two helicopters for Nepali Army to enhance its disaster response capacity: U.S. Deputy Secretary of State for Management and Resources, Richard R. Verma, departed for India f","US pledges support to buy two helicopters for Nepali Army to enhance its disaster response capacity: U.S. Deputy Secretary of State for Management and Resources, Richard R. Verma, departed for India following a one-day official visit to Nepal on Friday.",context_manipulation,Fake,Generated,2024-08-08,POLITICS
3652,"Dahal going to SC to submit written response in contempt of court case, contradicting earlier statements",Dahal going to SC to submit written response in contempt of court case,causal_inversion,Fake,Generated,2/28/2021,Political
