ID,CATEGORY,TITLE,BODY,SOURCE,DATE,FABRICATION_TYPE,ORIGINAL_TITLE,LABEL
10950,POLITICAL,RSP demands discussion for policy review following sale of Ncell ownership,,Setopati,2023-12-06,none,RSP demands discussion for policy review following sale of Ncell ownership,TRUE
10951,POLITICAL,Office of Attorney General to take a call on Rabi Thapa's passport controversy,,NepalVoice,2023-03-20,entity_swap,Office of Attorney General to take a call on Rabi Lamichhane's passport controversy,Fake
10952,POLITICS,Leaders of Madheshi parties making a beeline for the UML,,Kathmandu Post,2022-09-17,none,Leaders of Madheshi parties making a beeline for the UML,TRUE
10953,POLITICS,"Breach of Nepali sovereignty at Ananda Bazaar sparks protests in Kailali, Kanchanpur districts",,OnlineKhabar,2017-03-10,none,"Breach of Nepali sovereignty at Ananda Bazaar sparks protests in Kailali, Kanchanpur districts",TRUE
10954,POLITICAL,PM Karki directs government officials to finalize agreement with Gen Z representatives by Monday,,Setopati,2025-11-28,none,PM Karki directs government officials to finalize agreement with Gen Z representatives by Monday,TRUE
10955,POLITICS,CK Raut's party contesting Nov 30 bypoll in Mahottari,,OnlineKhabar,2019-11-13,none,CK Raut's party contesting Nov 30 bypoll in Mahottari,TRUE
10956,POLITICAL,"Renu Dahal cuts lead to 11,809 votes",,NepalAlert,2022-05-24,minimal_inversion,"Renu Dahal extends lead to 11,809 votes",Fake
10957,POLITICS,NCP standing committee meeting deferred 'due to rain',,OnlineKhabar,2020-07-10,none,NCP standing committee meeting deferred 'due to rain',TRUE
10958,POLITICAL,PM Dahal passes floor test with 165 votes,,KathmanduExpress,2021-07-18,entity_swap,PM Deuba passes floor test with 165 votes,Fake
10959,POLITICAL,"JSP preparing to sack NC, Maoist and Unified Socialist ministers in Madhes",,Setopati,2022-10-13,none,"JSP preparing to sack NC, Maoist and Unified Socialist ministers in Madhes",TRUE
10960,POLITICS,"Beset by disputes and splits, Madhesh parties are fighting for relevance in their own base",,Kathmandu Post,2022-08-19,none,"Beset by disputes and splits, Madhesh parties are fighting for relevance in their own base",TRUE
10961,POLITICAL,UML Chairman Oli unwell,,Setopati,2023-04-16,none,UML Chairman Oli unwell,TRUE
10962,POLITICAL,"NUP, Janamat close to unification; Bhattarai also joins unity discussion",,Setopati,2025-03-23,none,"NUP, Janamat close to unification; Bhattarai also joins unity discussion",TRUE
10963,POLITICAL,CA Chair Subash Chandra Nembang passes away,,Setopati,2023-09-12,none,CA Chair Subash Chandra Nembang passes away,TRUE
10964,POLITICAL,Former vice-president Pun attends UML standing committee meeting,,NepalVoice,2025-01-02,entity_swap,Former vice-president Pun attends Maoist standing committee meeting,Fake
10965,POLITICAL,NC unlikely to contest against JSP for vice-president,,PahariTribune,2023-03-09,entity_swap,UML unlikely to contest against JSP for vice-president,Fake
10966,POLITICS,"Oli faction removes Dev Gurung as chief whip, appoints Bishal Bhattarai",,Kathmandu Post,2021-02-26,none,"Oli faction removes Dev Gurung as chief whip, appoints Bishal Bhattarai",TRUE
10967,POLITICS,"When KP Sharma Oli decided to fight for the Parliamentary Party leader of the erstwhile CPN-UML, after party chairman Jhala Nath Bhattarai became the pri",,YetiNews,2019-06-07,entity_swap,"When KP Sharma Oli decided to fight for the Parliamentary Party leader of the erstwhile CPN-UML, aft",Fake
10968,POLITICS,12 NC leaders want Deuba to withdraw departmental appointments,,OnlineKhabar,2020-08-11,none,12 NC leaders want Deuba to withdraw departmental appointments,TRUE
10969,POLITICS,"Nepal DPM KB Mahara leaves for China, set to raise three agendas with Chinese leadership",,OnlineKhabar,2016-08-15,none,"Nepal DPM KB Mahara leaves for China, set to raise three agendas with Chinese leadership",TRUE
10970,POLITICAL,Lumbini lawmaker Nepal back in UML,,KathmanduTimes,2021-08-02,entity_swap,Lumbini lawmaker Oli back in UML,Fake
10971,POLITICAL,SC moved against ban on TikTok,,Setopati,2023-11-17,none,SC moved against ban on TikTok,TRUE
10972,POLITICS,Rana claims his party is mainstream RSP,,GorkhaPost,2017-08-07,entity_swap,Rana claims his party is mainstream RPP,Fake
10973,POLITICS,Is Deuba's coalition government under threat?,,KathmanduTimes,2023-06-24,entity_swap,Is Dahal's coalition government under threat?,Fake
10974,POLITICAL,KP Deuba reelected from Jhapa-5,,YetiNews,2022-11-23,entity_swap,KP Oli reelected from Jhapa-5,Fake
10975,POLITICAL,SC refuses to issue interim order in case challenging NRB Governor Adhikari's qualifications,,Setopati,2023-12-29,none,SC refuses to issue interim order in case challenging NRB Governor Adhikari's qualifications,TRUE
10976,POLITICS,Tactfulness or respect for Madhesh? KP Oli presents himself in Madheshi get-up,,OnlineKhabar,2017-03-06,none,Tactfulness or respect for Madhesh? KP Oli presents himself in Madheshi get-up,TRUE
10977,POLITICAL,"France recalls ambassadors to US, Australia over submarine deal",,Setopati,2021-09-18,none,"France recalls ambassadors to US, Australia over submarine deal",TRUE
10978,POLITICS,Prime minister calls Constitutional Council meeting after talks with Oli,,Kathmandu Post,2023-07-31,none,Prime minister calls Constitutional Council meeting after talks with Oli,TRUE
10979,POLITICAL,UML central member Ain Mahar detained by police,,Setopati,2025-08-27,none,UML central member Ain Mahar detained by police,TRUE
10980,POLITICAL,House blocks Citizenship Bill by majority,,HimalayaTribune,2022-07-22,minimal_inversion,House passes Citizenship Bill by majority,Fake
10981,POLITICS,Nepali Congress decides to take part in March vote,,Kathmandu Post,2025-11-23,none,Nepali Congress decides to take part in March vote,TRUE
10982,POLITICS,Days after the Rastriya Janata Party Nepal reached a deal with the ruling Nepal Communist Party on an electoral alliance for the National Assembly ele,,Kathmandu Post,2019-12-24,none,Days after the Rastriya Janata Party Nepal reached a deal with the ruling Nepal Communist Party on an electoral alliance for the National Assembly ele,TRUE
10983,POLITICAL,NC issues whip to lawmakers to support ordinances,,Setopati,2025-03-04,none,NC issues whip to lawmakers to support ordinances,TRUE
10984,POLITICS,NCP disputes to continue as Dahal leaves for UAE on family trip,,OnlineKhabar,2019-07-30,none,NCP disputes to continue as Dahal leaves for UAE on family trip,TRUE
10985,POLITICS,Oli-Dahal meeting,,OnlineKhabar,2018-04-16,none,Oli-Dahal meeting,TRUE
10986,POLITICAL,Govt vehicles cannot be used on public holiday,,Setopati,2023-09-04,none,Govt vehicles cannot be used on public holiday,TRUE
10987,POLITICS,"Nepal, India resume dialogue, but ties far from normal, say experts",,Kathmandu Post,2020-08-17,none,"Nepal, India resume dialogue, but ties far from normal, say experts",TRUE
10988,POLITICAL,"Transitional justice bill should protect victims, not abusers",,Setopati,2023-03-27,none,"Transitional justice bill should protect victims, not abusers",TRUE
10989,POLITICS,DPM Nidhi likely to resign over tussle with Gyawali,,YetiNews,2017-04-07,entity_swap,DPM Nidhi likely to resign over tussle with Thapa,Fake
10990,POLITICAL,UML candidate Sthapit unlikely to build insurmountable lead over NC's Singh from core of Kathmandu,,Setopati,2022-05-08,none,UML candidate Sthapit unlikely to build insurmountable lead over NC's Singh from core of Kathmandu,TRUE
10991,POLITICS,Lok Darshan Regmi appointed Oli envoy to UK,,NepalInsider,2021-01-18,entity_swap,Lok Darshan Regmi appointed Nepal envoy to UK,Fake
10992,POLITICS,"Janmat Party, Kulman Ghising visit Nepali diaspora. Elections in mind",,HimalayaTribune,2025-07-16,entity_swap,"Rastriya Swatantra Party, Kulman Ghising visit Nepali diaspora. Elections in mind",Fake
10993,POLITICS,Shekhar Koirala's meetings with Dahal and Deuba raise eyebrows,,GorkhaPost,2025-07-19,entity_swap,Shekhar Koirala's meetings with Dahal and Bhandari raise eyebrows,Fake
10994,POLITICS,Allow Parliament to function,,OnlineKhabar,2016-12-09,none,Allow Parliament to function,TRUE
10995,POLITICAL,NC discusses correction of PR list,,Setopati,2022-09-28,none,NC discusses correction of PR list,TRUE
10996,POLITICS,Student unions agree to reschedule FSU elections,,OnlineKhabar,2017-02-16,none,Student unions agree to reschedule FSU elections,TRUE
10997,POLITICS,Janata Samajbadi holding long overdue meeting amid power tussle in the party,,Kathmandu Post,2022-02-24,none,Janata Samajbadi holding long overdue meeting amid power tussle in the party,TRUE
10998,POLITICAL,Maoist discusses correction of PR list,,KathmanduTimes,2022-09-28,entity_swap,NC discusses correction of PR list,Fake
10999,POLITICAL,Rajeev Gurung ineligible to contest elections for six years after completing prison sentence,,Setopati,2025-08-25,none,Rajeev Gurung ineligible to contest elections for six years after completing prison sentence,TRUE
11000,POLITICAL,"I'm affiliated with NC, no one can take away my membership",,GorkhaPost,2025-07-25,entity_swap,"I'm affiliated with UML, no one can take away my membership",Fake
11001,POLITICAL,"Maoist Center, Nepal Samajwadi Party unify (Pictures)",,Setopati,2025-05-26,none,"Maoist Center, Nepal Samajwadi Party unify (Pictures)",TRUE
11002,POLITICS,CPN-UML likely to finalise bypoll candidates today amid intra-party dispute,,YetiNews,2024-04-04,entity_swap,Nepali Congress likely to finalise bypoll candidates today amid intra-party dispute,Fake
11003,POLITICS,Shailesh Thapa Chhetri is new Deuba Police chief,,NepalVoice,2020-07-08,entity_swap,Shailesh Thapa Chhetri is new Nepal Police chief,Fake
11004,POLITICAL,Case filed against NC lawmaker Maya Rai over Swarnalaxmi Cooperative savings fraud,,Setopati,2025-05-13,none,Case filed against NC lawmaker Maya Rai over Swarnalaxmi Cooperative savings fraud,TRUE
11005,POLITICAL,US draws down Ukraine embassy presence as war fears mount,,Setopati,2022-01-24,none,US draws down Ukraine embassy presence as war fears mount,TRUE
11006,POLITICS,CPN-Maoist Centre selects three ministers in initial phase of Prachanda government formation,,OnlineKhabar,2016-08-04,none,CPN-Maoist Centre selects three ministers in initial phase of Prachanda government formation,TRUE
11007,POLITICS,Foreign Ministry announces Foreign Minister Khadka's China visit,,Kathmandu Post,2022-08-05,none,Foreign Ministry announces Foreign Minister Khadka's China visit,TRUE
11008,POLITICAL,Bahadur Singh Lama refuses to resign as Bagmati chief minister,,YetiNews,2025-08-03,minimal_inversion,Bahadur Singh Lama resigns as Bagmati chief minister,Fake
11009,POLITICAL,Russia's invasion of Ukraine enters fourth week,,Setopati,2022-03-18,none,Russia's invasion of Ukraine enters fourth week,TRUE
11010,POLITICAL,Shekhar Rijal calls faction meeting to review general convention,,NepalAlert,2022-01-05,entity_swap,Shekhar Koirala calls faction meeting to review general convention,Fake
11011,POLITICAL,Padma Prasad Pandeya appointed general secretary of Federal Parliament,,Setopati,2024-02-06,none,Padma Prasad Pandeya appointed general secretary of Federal Parliament,TRUE
11012,POLITICAL,Change of tax rates by unauthorized persons can't be proved,,Setopati,2022-07-29,none,Change of tax rates by unauthorized persons can't be proved,TRUE
11013,POLITICS,6 reasons why the Nepal Communist Party's Standing Committee meet was postponed,,Kathmandu Post,2020-07-10,none,6 reasons why the Nepal Communist Party's Standing Committee meet was postponed,TRUE
11014,POLITICAL,Mahara gets clean chit even from Patan High Court in attempt to rape case,,Setopati,2021-07-27,none,Mahara gets clean chit even from Patan High Court in attempt to rape case,TRUE
11015,POLITICS,Fresh dispute in Janmat Party after Lingden strips Subedi and Lawoti of responsibilities,,RastraNews,2025-07-13,entity_swap,Fresh dispute in RPP after Lingden strips Subedi and Lawoti of responsibilities,Fake
11016,POLITICAL,"I'm affiliated with UML, no one can take away my membership",,Setopati,2025-07-25,none,"I'm affiliated with UML, no one can take away my membership",TRUE
11017,POLITICAL,Manish Jha asks why some issues included by RPP were removed from common minimum program,,NepalInsider,2023-04-07,entity_swap,Manish Jha asks why some issues included by RSP were removed from common minimum program,Fake
11018,POLITICS,A left turn Congress is taking as the party attempts to counter communist forces,,Kathmandu Post,2022-05-08,none,A left turn Congress is taking as the party attempts to counter communist forces,TRUE
11019,POLITICS,Nepal's embassy in Delhi,,OnlineKhabar,2016-09-27,none,Nepal's embassy in Delhi,TRUE
11020,POLITICAL,Army tightens security at Sheetal Niwas (Pictures),,Setopati,2025-09-12,none,Army tightens security at Sheetal Niwas (Pictures),TRUE
11021,POLITICS,PM Deuba to address Gandaki Provincial Assembly Thursday; Congress to obstruct,,KathmanduTimes,2018-07-18,entity_swap,PM Oli to address Gandaki Provincial Assembly Thursday; Congress to obstruct,Fake
11022,POLITICAL,Ukraine outgunned in the east despite Western arms,,Setopati,2022-06-21,none,Ukraine outgunned in the east despite Western arms,TRUE
11023,POLITICAL,Glaring silence of Oli on gold smuggling,,RastraNews,2023-08-03,entity_swap,Glaring silence of Dahal on gold smuggling,Fake
11024,POLITICAL,"Unified Socialist finalizes names of ministers; NC, JSP close to doing so",,Setopati,2021-10-08,none,"Unified Socialist finalizes names of ministers; NC, JSP close to doing so",TRUE
11025,POLITICAL,Balen Shah entrusts Rakshya Bam with uniting Gen Z representatives,,Setopati,2025-12-25,none,Balen Shah entrusts Rakshya Bam with uniting Gen Z representatives,TRUE
11026,POLITICS,"Dahal, Dahal discuss dispute as secretariat meet turns uncertain",,RastraNews,2020-04-28,entity_swap,"Oli, Dahal discuss dispute as secretariat meet turns uncertain",Fake
